contrast,cluster,metric,delta,lower,upper,B_requested,B_valid,B_invalid,count_delta_le0,count_delta_ge0,p_two_sided,p_formula,minimum_p_resolution,uncertainty,estimator,model_lower,model_upper,comparator_lower,comparator_upper,scenario
scenario_history_cap_20,student,Log_Loss,-0.002282073787858274,-0.0065914783159269985,0.001880418787229035,5000,5000,0,4292,708,0.2835432913417317,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5307575712442485,0.5768981868790952,0.5330285384320596,0.5794779288659413,history_cap_20
scenario_history_cap_20,student,Brier,-0.0009511211010652387,-0.0027731306365895575,0.0008302420450200735,5000,5000,0,4304,696,0.27874425114977003,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.17788231557867443,0.19765405963043467,0.17863994139733935,0.1985402924441452,history_cap_20
scenario_history_cap_20,student,ECE15,-0.0001731491827247529,-0.018571935170588603,0.020132198782189144,5000,5000,0,2339,2661,0.9358128374325135,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.026138334019274245,0.05983322221075328,0.02520598575016619,0.05999212280798617,history_cap_20
scenario_history_cap_5,student,ROC_AUC,0.01083939534643763,0.0024919739537079878,0.019725042314140736,5000,5000,0,26,4974,0.010797840431913617,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.6505036039996247,0.7087172937168139,0.6391488574474217,0.6988037313582723,history_cap_5
scenario_history_cap_5,student,Log_Loss,-0.005839051337572787,-0.010759241501194658,-0.0011287423554358403,5000,5000,0,4971,29,0.01199760047990402,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5594960302971503,0.6040324212542285,0.5650100673693117,0.6106273058883196,history_cap_5
scenario_history_cap_5,student,Brier,-0.0025004488873565933,-0.004591532054980509,-0.0005087978440210111,5000,5000,0,4977,23,0.009598080383923215,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.18934938298287846,0.20888462039831215,0.19187313267748915,0.2115495169716573,history_cap_5
scenario_history_cap_5,student,ECE15,-0.0015148823989631008,-0.02106479062168244,0.01707614269826634,5000,5000,0,2930,2070,0.8282343531293741,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.03049599702452423,0.06830472820542349,0.03196259195592517,0.07080316860556927,history_cap_5
scenario_history_cap_50,student,ROC_AUC,0.003325078677191451,-0.0025284820487171205,0.009144248868472935,5000,5000,0,662,4338,0.26514697060587883,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.7021069057800026,0.7578835874960392,0.6984271728997286,0.7547155195985532,history_cap_50
scenario_history_cap_50,student,Log_Loss,-0.002753002987408548,-0.0069427192504975975,0.0013908550576353397,5000,5000,0,4491,509,0.20395920815836832,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5275851318459188,0.5774510665202367,0.5304953786659282,0.5804130783448265,history_cap_50
scenario_history_cap_50,student,Brier,-0.0009489316499641798,-0.0026223522503578977,0.0007379151081478179,5000,5000,0,4314,686,0.27474505098980206,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.17675934671625293,0.19704554949508343,0.17749955164895162,0.19795573676747324,history_cap_50
