contrast,cluster,metric,delta,lower,upper,B_requested,B_valid,B_invalid,count_delta_le0,count_delta_ge0,p_two_sided,p_formula,minimum_p_resolution,uncertainty,estimator,model_lower,model_upper,comparator_lower,comparator_upper,group_field,group,N
subgroup_primary_subject_id_53,student,Log_Loss,-0.0019399459963185262,-0.00690606497478746,0.0032454365348144887,5000,5000,0,3809,1191,0.4767046590681864,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.46190805977725563,0.5525450903195746,0.4624147791537111,0.5552599051097594,primary_subject_id,208,1375
subgroup_primary_subject_id_53,student,Brier,-0.0012102339763789827,-0.0032845892972084762,0.0009235529245114701,5000,5000,0,4325,675,0.27034593081383723,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.15295339372149422,0.18836342822607222,0.15375669921402427,0.189690689757497,primary_subject_id,208,1375
subgroup_primary_subject_id_53,student,ECE15,-0.001023930809027844,-0.020784156938540344,0.01816466383390587,5000,5000,0,2665,2335,0.9342131573685263,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.024544028791305912,0.05625935108161148,0.02535376763388523,0.057681924716132336,primary_subject_id,208,1375
subgroup_primary_subject_id_54,student,ROC_AUC,0.005937267273782854,-0.00043300637306279967,0.01270839313616581,5000,5000,0,169,4831,0.06798640271945611,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.6894870621270209,0.7770963663656051,0.6818147310850927,0.7713617339802786,primary_subject_id,209,1245
subgroup_primary_subject_id_54,student,Log_Loss,-0.00339365849126827,-0.00799110604002518,0.0012108639401017553,5000,5000,0,4633,367,0.14717056588682265,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.5088335767682077,0.5863570523367715,0.5115541432109298,0.5905949195147292,primary_subject_id,209,1245
subgroup_primary_subject_id_54,student,Brier,-0.0015320344420627074,-0.0034270463715945507,0.0003344958315191451,5000,5000,0,4734,266,0.10677864427114576,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.1699933721418307,0.2017164526262276,0.17084905269711712,0.20356830253627325,primary_subject_id,209,1245
subgroup_primary_subject_id_54,student,ECE15,-0.009460089561757444,-0.026613813972586123,0.013460310499813445,5000,5000,0,3646,1354,0.5418916216756648,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.02598726844719127,0.05915306815502467,0.030352120216285538,0.06713676286476708,primary_subject_id,209,1245
subgroup_primary_subject_id_55,student,ROC_AUC,0.005653119402151741,0.0004039458929429002,0.011396273656871915,5000,5000,0,82,4918,0.033193361327734455,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.7729053483055243,0.8297581983628755,0.7653587690965974,0.8245755192364774,primary_subject_id,211,1756
subgroup_primary_subject_id_55,student,Log_Loss,-0.003964164914838031,-0.00863745777740565,0.0004005392966397972,5000,5000,0,4808,192,0.07718456308738253,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.455551494472912,0.5240408794919866,0.45940862571195534,0.5283208217850743,primary_subject_id,211,1756
subgroup_primary_subject_id_55,student,Brier,-0.0012812593059046973,-0.0032186445656161495,0.0005526664897322084,5000,5000,0,4579,421,0.16876624675064986,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.1472030005517268,0.1743278519285575,0.14834362047443408,0.1757490482687886,primary_subject_id,211,1756
