contrast,cluster,metric,delta,lower,upper,B_requested,B_valid,B_invalid,count_delta_le0,count_delta_ge0,p_two_sided,p_formula,minimum_p_resolution,uncertainty,estimator,model_lower,model_upper,comparator_lower,comparator_upper
Adaptive_vs_HGB100_equal_student,student,ROC_AUC,0.004769731968081392,0.003825774061418488,0.005754366157596444,5000,5000,0,0,5000,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.7344205020017274,0.7490748641533015,0.7294145214365365,0.744459052004132
Adaptive_vs_HGB100_equal_student,student,Log_Loss,-0.003490697423060074,-0.0042485470114990345,-0.0027744580353864573,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.546745321337465,0.5629926669534799,0.5501576798207091,0.5665459095346631
Adaptive_vs_HGB100_equal_student,student,Brier,-0.0014356198273633713,-0.0017313668147018262,-0.0011469174945361734,5000,5000,0,5000,0,0.0003999200159968006,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.18483932225929134,0.19150251192284481,0.18626194966952886,0.1929754966530114
Adaptive_vs_HGB100_equal_student,student,ECE15,-0.00021335743990180504,-0.00321316560600877,0.003061621148558839,5000,5000,0,2674,2326,0.9306138772245551,"min(1, 2*(min(count<=0,count>=0)+1)/(B_valid+1))",0.0003999200159968006,conditional on fixed fitted predictions; seed variability separate,paired cluster multiplicity weights,0.004335424824489222,0.00992173927589926,0.004316582985706738,0.010185411237622888
