model,group_field,group,N,students,questions,prevalence,status,ROC_AUC,AP_correct,AP_incorrect,Log_Loss,Brier,ECE15,Calibration_Intercept,Calibration_Slope,Accuracy,NA_reason
AdaptiveMath-AI,primary_subject_id,247,1827,317,251,0.6825396825396826,estimable,0.7703771810966943,0.8729824034138678,0.5932896397411112,0.5211982430784353,0.17404346152801992,0.027227301852858814,-0.14369096189196207,1.0892970066354668,0.7520525451559922,
HGB100,primary_subject_id,247,1827,317,251,0.6825396825396826,estimable,0.7633465143931574,0.8679238889125639,0.5902506486606511,0.5254886986644477,0.17576628423364887,0.027135864850597113,-0.10447451647825574,1.0571953936204173,0.7438423645320185,
AdaptiveMath-AI,primary_subject_id,248,286,108,52,0.7867132867132867,low_support,,,,,,,,,,
HGB100,primary_subject_id,248,286,108,52,0.7867132867132867,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,249,432,95,63,0.6851851851851852,low_support,,,,,,,,,,
HGB100,primary_subject_id,249,432,95,63,0.6851851851851852,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,250,225,89,37,0.6488888888888888,low_support,,,,,,,,,,
HGB100,primary_subject_id,250,225,89,37,0.6488888888888888,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,251,2100,454,199,0.5852380952380952,estimable,0.7466820307923895,0.8052687730920597,0.6713056395162804,0.5801617572833802,0.19926087006099433,0.03359797443397335,-0.023953457311579975,1.0627684375810922,0.6914285714285726,
HGB100,primary_subject_id,251,2100,454,199,0.5852380952380952,estimable,0.7389096639852532,0.7995768555002873,0.6590394761845433,0.58643812326925,0.20202040333228258,0.03380292420767467,0.009420251450567713,1.0238419561019985,0.6895238095238108,
AdaptiveMath-AI,primary_subject_id,252,463,214,70,0.5572354211663066,low_support,,,,,,,,,,
HGB100,primary_subject_id,252,463,214,70,0.5572354211663066,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,253,287,123,33,0.6306620209059234,low_support,,,,,,,,,,
HGB100,primary_subject_id,253,287,123,33,0.6306620209059234,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,254,321,144,39,0.48598130841121495,low_support,,,,,,,,,,
HGB100,primary_subject_id,254,321,144,39,0.48598130841121495,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,256,206,71,43,0.5776699029126213,low_support,,,,,,,,,,
HGB100,primary_subject_id,256,206,71,43,0.5776699029126213,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,257,597,199,79,0.6164154103852596,low_support,,,,,,,,,,
HGB100,primary_subject_id,257,597,199,79,0.6164154103852596,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,258,288,158,43,0.7118055555555556,low_support,,,,,,,,,,
HGB100,primary_subject_id,258,288,158,43,0.7118055555555556,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,259,446,191,80,0.6143497757847534,low_support,,,,,,,,,,
HGB100,primary_subject_id,259,446,191,80,0.6143497757847534,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,260,468,234,68,0.5299145299145299,low_support,,,,,,,,,,
HGB100,primary_subject_id,260,468,234,68,0.5299145299145299,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,261,325,111,74,0.64,low_support,,,,,,,,,,
HGB100,primary_subject_id,261,325,111,74,0.64,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,262,189,112,35,0.6137566137566137,low_support,,,,,,,,,,
HGB100,primary_subject_id,262,189,112,35,0.6137566137566137,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,263,224,127,41,0.5267857142857143,low_support,,,,,,,,,,
HGB100,primary_subject_id,263,224,127,41,0.5267857142857143,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,264,389,199,44,0.532133676092545,low_support,,,,,,,,,,
HGB100,primary_subject_id,264,389,199,44,0.532133676092545,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,265,427,158,54,0.49414519906323184,low_support,,,,,,,,,,
HGB100,primary_subject_id,265,427,158,54,0.49414519906323184,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,266,394,136,46,0.4720812182741117,low_support,,,,,,,,,,
HGB100,primary_subject_id,266,394,136,46,0.4720812182741117,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,267,143,72,18,0.48951048951048953,low_support,,,,,,,,,,
HGB100,primary_subject_id,267,143,72,18,0.48951048951048953,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,268,159,92,25,0.41509433962264153,low_support,,,,,,,,,,
HGB100,primary_subject_id,268,159,92,25,0.41509433962264153,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,269,700,211,180,0.6542857142857142,low_support,,,,,,,,,,
HGB100,primary_subject_id,269,700,211,180,0.6542857142857142,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,270,142,73,22,0.6830985915492958,low_support,,,,,,,,,,
HGB100,primary_subject_id,270,142,73,22,0.6830985915492958,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,273,231,86,53,0.47186147186147187,low_support,,,,,,,,,,
HGB100,primary_subject_id,273,231,86,53,0.47186147186147187,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,274,77,54,17,0.8181818181818182,low_support,,,,,,,,,,
HGB100,primary_subject_id,274,77,54,17,0.8181818181818182,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,275,227,58,75,0.7312775330396476,low_support,,,,,,,,,,
HGB100,primary_subject_id,275,227,58,75,0.7312775330396476,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,276,50,24,24,0.56,low_support,,,,,,,,,,
HGB100,primary_subject_id,276,50,24,24,0.56,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,277,39,21,16,0.5128205128205128,low_support,,,,,,,,,,
HGB100,primary_subject_id,277,39,21,16,0.5128205128205128,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,279,1369,226,181,0.6179693206720234,estimable,0.7325881778609502,0.818492769071669,0.599671063838198,0.5838759027313357,0.20112634116801148,0.03965677430462531,-0.12710673672797101,0.9670988858616163,0.6778670562454358,
HGB100,primary_subject_id,279,1369,226,181,0.6179693206720234,estimable,0.7278430947118153,0.820874710049355,0.5935408012160308,0.5856475830385502,0.20258902820614647,0.04183169141768605,-0.12150144724022469,0.9632231109749929,0.6742147552958375,
AdaptiveMath-AI,primary_subject_id,280,233,70,61,0.6952789699570815,low_support,,,,,,,,,,
HGB100,primary_subject_id,280,233,70,61,0.6952789699570815,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,281,104,53,21,0.6634615384615384,low_support,,,,,,,,,,
HGB100,primary_subject_id,281,104,53,21,0.6634615384615384,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,282,128,54,35,0.75,low_support,,,,,,,,,,
HGB100,primary_subject_id,282,128,54,35,0.75,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,283,131,69,25,0.7099236641221374,low_support,,,,,,,,,,
HGB100,primary_subject_id,283,131,69,25,0.7099236641221374,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,284,321,76,84,0.5950155763239875,low_support,,,,,,,,,,
HGB100,primary_subject_id,284,321,76,84,0.5950155763239875,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,332,281,84,63,0.6512455516014235,low_support,,,,,,,,,,
HGB100,primary_subject_id,332,281,84,63,0.6512455516014235,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,334,1184,254,119,0.5878378378378378,estimable,0.7617445119653247,0.8274015603315494,0.656264493905635,0.5664416823427694,0.19431519620301269,0.031818202398775836,-0.11677257296091748,1.0906549112027548,0.7069256756756761,
HGB100,primary_subject_id,334,1184,254,119,0.5878378378378378,estimable,0.7571309120030107,0.8224267698277858,0.6572496382065138,0.5697876448601168,0.19569752235297258,0.024128672413075043,-0.1106996411188976,1.066757693086849,0.6993243243243248,
AdaptiveMath-AI,primary_subject_id,335,112,59,17,0.5178571428571429,low_support,,,,,,,,,,
HGB100,primary_subject_id,335,112,59,17,0.5178571428571429,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,336,132,70,38,0.8181818181818182,low_support,,,,,,,,,,
HGB100,primary_subject_id,336,132,70,38,0.8181818181818182,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,337,323,109,72,0.4891640866873065,low_support,,,,,,,,,,
HGB100,primary_subject_id,337,323,109,72,0.4891640866873065,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,339,142,90,41,0.5492957746478874,low_support,,,,,,,,,,
HGB100,primary_subject_id,339,142,90,41,0.5492957746478874,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,340,366,110,55,0.5136612021857924,low_support,,,,,,,,,,
HGB100,primary_subject_id,340,366,110,55,0.5136612021857924,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,341,107,75,20,0.48598130841121495,low_support,,,,,,,,,,
HGB100,primary_subject_id,341,107,75,20,0.48598130841121495,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,343,81,33,20,0.5802469135802469,low_support,,,,,,,,,,
HGB100,primary_subject_id,343,81,33,20,0.5802469135802469,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,344,382,91,70,0.6308900523560209,low_support,,,,,,,,,,
HGB100,primary_subject_id,344,382,91,70,0.6308900523560209,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,349,650,168,85,0.5276923076923077,low_support,,,,,,,,,,
HGB100,primary_subject_id,349,650,168,85,0.5276923076923077,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,350,441,132,68,0.6349206349206349,low_support,,,,,,,,,,
HGB100,primary_subject_id,350,441,132,68,0.6349206349206349,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,351,17,8,8,0.8235294117647058,low_support,,,,,,,,,,
HGB100,primary_subject_id,351,17,8,8,0.8235294117647058,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,352,2,1,2,0.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,352,2,1,2,0.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,353,576,128,75,0.5920138888888888,low_support,,,,,,,,,,
HGB100,primary_subject_id,353,576,128,75,0.5920138888888888,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,354,2,2,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,354,2,2,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,355,1,1,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,355,1,1,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,361,5,1,5,0.6,low_support,,,,,,,,,,
HGB100,primary_subject_id,361,5,1,5,0.6,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,365,1,1,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,365,1,1,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,369,7,3,4,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,369,7,3,4,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,370,2,2,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,370,2,2,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,371,4,3,3,0.5,low_support,,,,,,,,,,
HGB100,primary_subject_id,371,4,3,3,0.5,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,372,15,7,9,0.8666666666666667,low_support,,,,,,,,,,
HGB100,primary_subject_id,372,15,7,9,0.8666666666666667,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,374,1,1,1,0.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,374,1,1,1,0.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,375,2,2,2,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,375,2,2,2,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,376,2,2,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,376,2,2,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,388,3,1,3,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,388,3,1,3,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,406,1138,267,143,0.6985940246045694,estimable,0.738916698754967,0.8657646884232514,0.5437929646138258,0.5347166987231498,0.18012677892487222,0.03618570604303062,0.200283289984763,0.9369402346093663,0.7267135325131797,
HGB100,primary_subject_id,406,1138,267,143,0.6985940246045694,estimable,0.7243999486587023,0.8533762925999878,0.5261760673697671,0.5454133483855567,0.18396597218720206,0.049700814760845355,0.24053857085496413,0.8684119035774288,0.7328646748681884,
AdaptiveMath-AI,primary_subject_id,408,191,128,38,0.5287958115183246,low_support,,,,,,,,,,
HGB100,primary_subject_id,408,191,128,38,0.5287958115183246,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,409,190,110,31,0.5894736842105263,low_support,,,,,,,,,,
HGB100,primary_subject_id,409,190,110,31,0.5894736842105263,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,410,77,59,12,0.5844155844155844,low_support,,,,,,,,,,
HGB100,primary_subject_id,410,77,59,12,0.5844155844155844,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,412,2,2,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,412,2,2,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,416,9,3,4,0.5555555555555556,low_support,,,,,,,,,,
HGB100,primary_subject_id,416,9,3,4,0.5555555555555556,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,417,22,4,10,0.7272727272727273,low_support,,,,,,,,,,
HGB100,primary_subject_id,417,22,4,10,0.7272727272727273,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,418,9,4,5,0.4444444444444444,low_support,,,,,,,,,,
HGB100,primary_subject_id,418,9,4,5,0.4444444444444444,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,430,7,1,7,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,430,7,1,7,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,431,5,3,4,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,431,5,3,4,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,432,1,1,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,432,1,1,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,434,191,65,38,0.6020942408376964,low_support,,,,,,,,,,
HGB100,primary_subject_id,434,191,65,38,0.6020942408376964,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,435,12,3,7,0.75,low_support,,,,,,,,,,
HGB100,primary_subject_id,435,12,3,7,0.75,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,436,82,51,15,0.34146341463414637,low_support,,,,,,,,,,
HGB100,primary_subject_id,436,82,51,15,0.34146341463414637,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,437,88,49,26,0.4772727272727273,low_support,,,,,,,,,,
HGB100,primary_subject_id,437,88,49,26,0.4772727272727273,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,439,877,317,167,0.6476624857468644,low_support,,,,,,,,,,
HGB100,primary_subject_id,439,877,317,167,0.6476624857468644,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,446,10,3,4,0.9,low_support,,,,,,,,,,
HGB100,primary_subject_id,446,10,3,4,0.9,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,447,10,3,5,0.8,low_support,,,,,,,,,,
HGB100,primary_subject_id,447,10,3,5,0.8,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,448,11,2,6,0.8181818181818182,low_support,,,,,,,,,,
HGB100,primary_subject_id,448,11,2,6,0.8181818181818182,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,453,5,3,2,0.8,low_support,,,,,,,,,,
HGB100,primary_subject_id,453,5,3,2,0.8,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,649,297,137,48,0.6397306397306397,low_support,,,,,,,,,,
HGB100,primary_subject_id,649,297,137,48,0.6397306397306397,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,654,1,1,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,654,1,1,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,655,289,162,39,0.7370242214532872,low_support,,,,,,,,,,
HGB100,primary_subject_id,655,289,162,39,0.7370242214532872,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,656,96,69,23,0.6354166666666666,low_support,,,,,,,,,,
HGB100,primary_subject_id,656,96,69,23,0.6354166666666666,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,657,35,16,10,0.42857142857142855,low_support,,,,,,,,,,
HGB100,primary_subject_id,657,35,16,10,0.42857142857142855,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,700,33,11,15,0.6060606060606061,low_support,,,,,,,,,,
HGB100,primary_subject_id,700,33,11,15,0.6060606060606061,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1059,116,54,19,0.6982758620689655,low_support,,,,,,,,,,
HGB100,primary_subject_id,1059,116,54,19,0.6982758620689655,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1076,14,5,9,0.7142857142857143,low_support,,,,,,,,,,
HGB100,primary_subject_id,1076,14,5,9,0.7142857142857143,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1077,378,104,62,0.5925925925925926,low_support,,,,,,,,,,
HGB100,primary_subject_id,1077,378,104,62,0.5925925925925926,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1078,204,87,37,0.5490196078431373,low_support,,,,,,,,,,
HGB100,primary_subject_id,1078,204,87,37,0.5490196078431373,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1079,88,49,18,0.4431818181818182,low_support,,,,,,,,,,
HGB100,primary_subject_id,1079,88,49,18,0.4431818181818182,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1080,84,34,18,0.6309523809523809,low_support,,,,,,,,,,
HGB100,primary_subject_id,1080,84,34,18,0.6309523809523809,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1081,101,42,28,0.6633663366336634,low_support,,,,,,,,,,
HGB100,primary_subject_id,1081,101,42,28,0.6633663366336634,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1082,300,122,54,0.63,low_support,,,,,,,,,,
HGB100,primary_subject_id,1082,300,122,54,0.63,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1156,83,9,34,0.7951807228915663,low_support,,,,,,,,,,
HGB100,primary_subject_id,1156,83,9,34,0.7951807228915663,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1157,24,7,10,0.75,low_support,,,,,,,,,,
HGB100,primary_subject_id,1157,24,7,10,0.75,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1158,2,2,1,0.5,low_support,,,,,,,,,,
HGB100,primary_subject_id,1158,2,2,1,0.5,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1159,20,15,7,0.9,low_support,,,,,,,,,,
HGB100,primary_subject_id,1159,20,15,7,0.9,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1160,41,22,12,0.8536585365853658,low_support,,,,,,,,,,
HGB100,primary_subject_id,1160,41,22,12,0.8536585365853658,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1161,12,10,7,0.6666666666666666,low_support,,,,,,,,,,
HGB100,primary_subject_id,1161,12,10,7,0.6666666666666666,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1162,27,16,14,0.7777777777777778,low_support,,,,,,,,,,
HGB100,primary_subject_id,1162,27,16,14,0.7777777777777778,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1163,1,1,1,0.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,1163,1,1,1,0.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1164,8,7,5,0.875,low_support,,,,,,,,,,
HGB100,primary_subject_id,1164,8,7,5,0.875,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1165,38,33,7,0.7894736842105263,low_support,,,,,,,,,,
HGB100,primary_subject_id,1165,38,33,7,0.7894736842105263,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1166,5,5,2,0.4,low_support,,,,,,,,,,
HGB100,primary_subject_id,1166,5,5,2,0.4,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1167,23,11,12,0.6956521739130435,low_support,,,,,,,,,,
HGB100,primary_subject_id,1167,23,11,12,0.6956521739130435,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1168,7,6,2,0.7142857142857143,low_support,,,,,,,,,,
HGB100,primary_subject_id,1168,7,6,2,0.7142857142857143,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1169,1,1,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,1169,1,1,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1170,21,7,13,0.7619047619047619,low_support,,,,,,,,,,
HGB100,primary_subject_id,1170,21,7,13,0.7619047619047619,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1171,27,22,8,0.48148148148148145,low_support,,,,,,,,,,
HGB100,primary_subject_id,1171,27,22,8,0.48148148148148145,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1172,20,6,6,0.8,low_support,,,,,,,,,,
HGB100,primary_subject_id,1172,20,6,6,0.8,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1173,5,5,2,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,1173,5,5,2,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1174,51,32,15,0.7254901960784313,low_support,,,,,,,,,,
HGB100,primary_subject_id,1174,51,32,15,0.7254901960784313,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1175,111,51,15,0.46846846846846846,low_support,,,,,,,,,,
HGB100,primary_subject_id,1175,111,51,15,0.46846846846846846,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1177,1,1,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,1177,1,1,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1179,2,2,1,0.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,1179,2,2,1,0.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1180,21,6,12,0.5714285714285714,low_support,,,,,,,,,,
HGB100,primary_subject_id,1180,21,6,12,0.5714285714285714,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1182,6,5,2,0.6666666666666666,low_support,,,,,,,,,,
HGB100,primary_subject_id,1182,6,5,2,0.6666666666666666,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1183,2,2,1,0.5,low_support,,,,,,,,,,
HGB100,primary_subject_id,1183,2,2,1,0.5,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1184,39,21,11,0.7948717948717948,low_support,,,,,,,,,,
HGB100,primary_subject_id,1184,39,21,11,0.7948717948717948,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1185,93,32,19,0.4946236559139785,low_support,,,,,,,,,,
HGB100,primary_subject_id,1185,93,32,19,0.4946236559139785,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1186,6,4,3,0.6666666666666666,low_support,,,,,,,,,,
HGB100,primary_subject_id,1186,6,4,3,0.6666666666666666,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1188,49,26,15,0.5510204081632653,low_support,,,,,,,,,,
HGB100,primary_subject_id,1188,49,26,15,0.5510204081632653,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1201,4,4,1,0.75,low_support,,,,,,,,,,
HGB100,primary_subject_id,1201,4,4,1,0.75,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1202,2,2,1,0.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,1202,2,2,1,0.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1203,290,39,103,0.803448275862069,low_support,,,,,,,,,,
HGB100,primary_subject_id,1203,290,39,103,0.803448275862069,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1208,7,7,2,0.7142857142857143,low_support,,,,,,,,,,
HGB100,primary_subject_id,1208,7,7,2,0.7142857142857143,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1209,12,12,2,0.5,low_support,,,,,,,,,,
HGB100,primary_subject_id,1209,12,12,2,0.5,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1210,5,4,4,0.6,low_support,,,,,,,,,,
HGB100,primary_subject_id,1210,5,4,4,0.6,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1211,6,6,2,0.6666666666666666,low_support,,,,,,,,,,
HGB100,primary_subject_id,1211,6,6,2,0.6666666666666666,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1212,82,45,4,0.7560975609756098,low_support,,,,,,,,,,
HGB100,primary_subject_id,1212,82,45,4,0.7560975609756098,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1213,51,18,11,0.5882352941176471,low_support,,,,,,,,,,
HGB100,primary_subject_id,1213,51,18,11,0.5882352941176471,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1214,130,16,21,0.8846153846153846,low_support,,,,,,,,,,
HGB100,primary_subject_id,1214,130,16,21,0.8846153846153846,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1215,13,12,7,0.46153846153846156,low_support,,,,,,,,,,
HGB100,primary_subject_id,1215,13,12,7,0.46153846153846156,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1216,1,1,1,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,1216,1,1,1,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1217,2,2,2,1.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,1217,2,2,2,1.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1218,3,3,1,0.0,low_support,,,,,,,,,,
HGB100,primary_subject_id,1218,3,3,1,0.0,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1263,33,26,13,0.7575757575757576,low_support,,,,,,,,,,
HGB100,primary_subject_id,1263,33,26,13,0.7575757575757576,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1264,9,6,4,0.3333333333333333,low_support,,,,,,,,,,
HGB100,primary_subject_id,1264,9,6,4,0.3333333333333333,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1265,3,3,2,0.6666666666666666,low_support,,,,,,,,,,
HGB100,primary_subject_id,1265,3,3,2,0.6666666666666666,low_support,,,,,,,,,,
AdaptiveMath-AI,primary_subject_id,1266,26,12,10,0.8076923076923077,low_support,,,,,,,,,,
HGB100,primary_subject_id,1266,26,12,10,0.8076923076923077,low_support,,,,,,,,,,
