scenario,model,seed,N,design,ROC_AUC,AP_correct,AP_incorrect,Log_Loss,Brier,ECE15,Calibration_Intercept,Calibration_Slope,Accuracy,NA_reason
alternate_hash_cohort,Plus_hierarchy,20260713,154735,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7568087638736049,0.8410669094655383,0.6126231159655916,0.5566351881053151,0.188947428055842,0.0076851869172365325,-0.03057672848592263,1.0227133994673616,0.7110479206383618,
alternate_hash_cohort,Plus_question_memory,20260713,154735,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7565888226124179,0.8408880253653492,0.6125181476275778,0.5568122750583235,0.1890190468741717,0.007468668768821636,-0.02904574190007549,1.023546196721126,0.7106343102722521,
legacy_selected_cohort,Ablation_no_question,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.741749979817937,0.8379838632701788,0.582929420259863,0.5601234617077454,0.19018066143499035,0.004526489690261195,-0.011229588897550078,1.0241038232344333,0.7091750636213838,
legacy_selected_cohort,Ablation_no_subject,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7451405098429416,0.840521958190197,0.5867357243698601,0.5577520503512824,0.18920229937445182,0.006393083269492979,-0.010289557019578918,1.0374757569435107,0.7107377925367517,
legacy_selected_cohort,AdaptiveMath-AI,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7452223114086525,0.8404883943276769,0.5869438728992062,0.5577219847907812,0.1891785139103421,0.006533653345454693,-0.010534463322738816,1.0384202311442876,0.7108354630939622,
legacy_selected_cohort,Converged_item_intercept,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.745066885233644,0.8404521138519261,0.5868142968324976,0.5578587740917264,0.1892359812626892,0.0063939166790789774,-0.0065183598357714525,1.0424872567669938,0.7105641559905997,
legacy_selected_cohort,HGB100,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7419268700329181,0.8381208411497626,0.583305620708585,0.560018876375772,0.19013827726874438,0.004338739532358935,-0.0023706201155345437,1.0281576692185548,0.7095603197081586,
legacy_selected_cohort,HGB80,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7419018609574574,0.8381545070062925,0.5835153017238041,0.5600272068693055,0.19014348414558097,0.0046125714115474135,-0.004039736316157704,1.033261963918559,0.7090122793593663,
legacy_selected_cohort,HGB80_anchor,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7411858518741476,0.8376207240554475,0.5825561352373159,0.5605912845518266,0.19036732682498197,0.004350085776852872,0.0037196678934992736,1.0298520855792863,0.7084479605843723,
legacy_selected_cohort,No_calibration,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7452223114086525,0.8404883943276769,0.5869438728992062,0.5577219847907812,0.1891785139103421,0.006533653345454693,-0.010534463322738816,1.0384202311442876,0.7108354630939622,
legacy_selected_cohort,Plus_hierarchy,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7452223114086525,0.8404883943276769,0.5869438728992062,0.5577219847907812,0.1891785139103421,0.006533653345454693,-0.010534463322738816,1.0384202311442876,0.7108354630939622,
legacy_selected_cohort,Plus_question_memory,20260713,184293,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7450648202551777,0.8404494354406651,0.5868242867383682,0.5578608050505722,0.1892364008371989,0.0063913799026610145,-0.00629398075263737,1.0425915940082535,0.7105804344168015,
retrospective_prefit_exposure_SVD,Ablation_no_question,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7601127649247725,0.8516458027336595,0.6057145376383668,0.547842770649789,0.18567009112170824,0.008768353668301688,-0.05184727334343492,1.0204618468383408,0.7171107164000365,
retrospective_prefit_exposure_SVD,Ablation_no_subject,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.763181444711182,0.8537623679490638,0.6093404087750267,0.5453702630558048,0.18465025385233905,0.009032241980528096,-0.04606526807995301,1.0295491553151328,0.7186988472118624,
retrospective_prefit_exposure_SVD,AdaptiveMath-AI,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7633004275327744,0.8538635491352553,0.609404591935544,0.5452581211654228,0.18460028793497302,0.009007187489256156,-0.04167845175260223,1.0324276425929757,0.7188869153343155,
retrospective_prefit_exposure_SVD,Converged_item_intercept,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.763285452648157,0.8539050636265764,0.6093167196787612,0.5452438023612376,0.1845919702268985,0.008453906531260862,-0.03134412886073957,1.0366638751493544,0.7189635356805001,
retrospective_prefit_exposure_SVD,HGB100,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7600234993246677,0.8514365232436647,0.6061741967937646,0.5477971392420172,0.1856441703392091,0.007183651804687315,-0.03594852389810648,1.0240178054921107,0.7171107164000365,
retrospective_prefit_exposure_SVD,HGB80,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7601441927751486,0.8515710180504132,0.606577690333046,0.5476653936649349,0.1855952180768426,0.007408318627643253,-0.039754836822820674,1.0296186838401298,0.7171385783441037,
retrospective_prefit_exposure_SVD,HGB80_anchor,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7595796499557879,0.8512884544919099,0.6053194939396986,0.5481161577634382,0.18576994997068438,0.005662314133609805,-0.019312332086354328,1.0236324769038825,0.7172639570924058,
retrospective_prefit_exposure_SVD,No_calibration,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7633004275327744,0.8538635491352553,0.609404591935544,0.5452581211654228,0.18460028793497302,0.009007187489256156,-0.04167845175260223,1.0324276425929757,0.7188869153343155,
retrospective_prefit_exposure_SVD,Plus_hierarchy,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7633004275327744,0.8538635491352553,0.609404591935544,0.5452581211654228,0.18460028793497302,0.009007187489256156,-0.04167845175260223,1.0324276425929757,0.7188869153343155,
retrospective_prefit_exposure_SVD,Plus_question_memory,20260713,143565,one factor; fixed primary-selected hyperparameters; separately refitted pipeline,0.7632857234578749,0.8539033736778924,0.6093194584240789,0.5452434265902406,0.1845913358842408,0.00844797360757075,-0.031157992722618454,1.036687096207217,0.7189565701944833,
