Dimension,Subgroup,N,Students,Correct_Rate,Error_Rate,Error_Rate_Cluster_CI_Lower,Error_Rate_Cluster_CI_Upper,ROC_AUC,ROC_AUC_Cluster_CI_Lower,ROC_AUC_Cluster_CI_Upper,Log_Loss,Brier_Score,Cluster_Unit,Bootstrap_Replicates,Publication_Eligible,Eligibility_Rule
Subject,Multiplying Terms,221,143,0.583710407239819,0.3031674208144796,0.24528301886792453,0.36250726744186046,0.7692955847657568,0.7012353853115566,0.8313754612998326,0.5655634455386253,0.19313994676532742,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Multiplying and Dividing Algebraic Fractions,54,36,0.5370370370370371,0.3148148148148148,0.19148153942428034,0.4444444444444444,0.8110344827586207,0.6992573347568144,0.916841489994539,0.5603151585866027,0.1892811526437454,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Multiplying and Dividing Negative Numbers,243,119,0.6378600823045267,0.29218106995884774,0.22075039446534772,0.36981800623978606,0.7888563049853371,0.7222954583698281,0.848654613611449,0.5314277571741041,0.17846805793217096,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Multiplying and Dividing with Decimals,320,151,0.625,0.246875,0.2020358921900018,0.29881969881969883,0.8133750000000001,0.7596466827631806,0.858318499853357,0.5155590927675332,0.16917875601771254,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Names and Properties of 3D Shapes,260,133,0.7115384615384616,0.24615384615384617,0.18796992481203006,0.30303030303030304,0.7803963963963965,0.7114117676643257,0.8400917995388152,0.5082338923813776,0.1697148241466264,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Naming Co-ordinates in 2D,372,177,0.6478494623655914,0.27956989247311825,0.23795727739070516,0.32625994694960214,0.7725760983180766,0.7212360792560654,0.8230544045134536,0.5444931435223391,0.18295369282975815,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Nets,159,66,0.660377358490566,0.33962264150943394,0.27745571508484057,0.4090909090909091,0.6869488536155202,0.5934222027972029,0.7668402777777777,0.6158417122270229,0.2163914381793141,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Non Right-angled Triangles (Sine and Cosine Rules),217,83,0.5990783410138248,0.3686635944700461,0.29814344160674433,0.4407830258132793,0.6773651635720601,0.5952519085843394,0.753499502816328,0.6476640382559757,0.2255701454941335,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Operations with Surds,243,83,0.6008230452674898,0.2674897119341564,0.21310603418207183,0.32612062331666025,0.8125970908063832,0.7408397393318669,0.8708408852735019,0.5207332833212442,0.1744039856193638,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Ordering Decimals,309,127,0.7411003236245954,0.20711974110032363,0.15384615384615385,0.26502653035552964,0.8310043668122271,0.7605019915785273,0.896728006127835,0.4345349978784425,0.1421917788851187,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Ordering Fractions,532,169,0.6372180451127819,0.2781954887218045,0.2349378246932685,0.3247879602413366,0.770431167560793,0.7199603421972457,0.814389236531531,0.5436058487739254,0.18345816071660073,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Ordering Negative Numbers,210,106,0.6142857142857143,0.23809523809523808,0.17440024479804161,0.30199373191899703,0.7864867451430758,0.7268200362942923,0.8439474537370952,0.539746040584807,0.1813572630604315,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Other Sequences,287,177,0.5505226480836237,0.27526132404181186,0.21873899647887324,0.3288135593220339,0.8116475321361986,0.7549028761324524,0.860560929496116,0.5272422227645911,0.17729270345051387,user_id,1000,True,N >= 200 interactions and >= 30 students
