Dimension,Subgroup,N,Students,Correct_Rate,Error_Rate,Error_Rate_Cluster_CI_Lower,Error_Rate_Cluster_CI_Upper,ROC_AUC,ROC_AUC_Cluster_CI_Lower,ROC_AUC_Cluster_CI_Upper,Log_Loss,Brier_Score,Cluster_Unit,Bootstrap_Replicates,Publication_Eligible,Eligibility_Rule
Subject,Parallel Lines,99,71,0.6565656565656566,0.2828282828282828,0.19265172900494001,0.3939393939393939,0.8171945701357466,0.713543851981352,0.8954752211999636,0.5042316488240098,0.1683409272098735,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Parts of a Circle,128,81,0.7265625,0.21875,0.14283301158301157,0.30350095785440606,0.8055299539170507,0.7066060990176845,0.8903521735995962,0.4639747263325158,0.14975655372408686,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Percentage Increase and Decrease,748,297,0.5681818181818182,0.3074866310160428,0.26816212224776087,0.3422523395721925,0.7659515570934257,0.7282390513899397,0.8050492116253811,0.5732513133844295,0.1962544412272632,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Percentages of an Amount,1060,393,0.6660377358490566,0.27075471698113207,0.23777432623767208,0.30213534747354437,0.777934492085594,0.7450337247269704,0.8098431845988288,0.5264168982091182,0.17685520442745525,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Perimeter,659,235,0.5872534142640364,0.30500758725341426,0.2642732230986846,0.3460252246877422,0.7667008663930688,0.7201065786624126,0.8066898500357946,0.563920782204276,0.19277741218394526,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Perpendicular Lines,139,102,0.4748201438848921,0.302158273381295,0.22531532478452806,0.3793275862068965,0.7687837276878372,0.694216690873092,0.8413738247236879,0.5907903164657772,0.20103618691955416,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Pictogram,220,95,0.7318181818181818,0.22272727272727272,0.16362708719851576,0.28302102179719135,0.8139804189914728,0.7266508986457041,0.8886716032202114,0.4643170107264426,0.15178562191371445,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Pie Chart,443,193,0.5169300225733634,0.30699774266365687,0.2628800895553473,0.3529496933908699,0.768742602946578,0.7210670658093496,0.8129213665548191,0.5757368972311969,0.19670576723114105,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Place Value,1049,321,0.6901811248808389,0.24976167778836988,0.2173340569654168,0.2840834705141861,0.7949596260093497,0.7588741512260079,0.8259094246041485,0.49660854154632894,0.16520624438866768,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Plans and Elevations,143,68,0.6573426573426573,0.3076923076923077,0.22764227642276422,0.3875347222222222,0.721884498480243,0.6212298606637865,0.8127324488866776,0.6037533015285783,0.2076986614425619,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Plotting Lines from Tables of Values,295,165,0.4847457627118644,0.31864406779661014,0.2653643701017663,0.3795603745157124,0.763847994111152,0.695846928881664,0.8219754967885979,0.5733056869149217,0.19643395392860816,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Plotting Quadratics from Tables of Values,245,103,0.5306122448979592,0.2897959183673469,0.23104477252281197,0.3496287057949055,0.7783277591973244,0.7132200983894905,0.8427400394299046,0.5662505613599947,0.1923610913006654,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Prime Numbers and Prime Factors,596,292,0.5620805369127517,0.313758389261745,0.2735948623853211,0.3531825296597357,0.7563332761479955,0.7168992399601359,0.7948800910926076,0.5793301561026298,0.1993498617140996,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Probability of Single Events,766,256,0.6684073107049608,0.22715404699738903,0.19538484777815468,0.2608122796709753,0.809454970472441,0.7761234921586178,0.8428021324048364,0.49499050383808646,0.16247782572320385,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Probability with Venn Diagrams,319,156,0.6614420062695925,0.30407523510971785,0.25223428950422816,0.359378540407855,0.7220905739863086,0.6632176149855682,0.7777136625298051,0.5743188270997533,0.19563287228839893,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Properties of Polygons,158,83,0.6708860759493671,0.34810126582278483,0.26113957352533923,0.4370486111111111,0.7171625544267053,0.6161291102514506,0.796759638642237,0.5828036189974901,0.2021133610970052,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Properties of Quadrilaterals,303,129,0.5115511551155115,0.32673267326732675,0.2699875886524823,0.3871983424939883,0.7666085440278988,0.6972990955461712,0.8230546411286453,0.5765078080842392,0.19704236274263118,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Properties of Triangles,165,100,0.593939393939394,0.3393939393939394,0.2682926829268293,0.4131795069079717,0.7261650929028327,0.6453258348794062,0.8018844791937502,0.6020574879267702,0.2074350784251821,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Quadratic Equations,427,139,0.5550351288056206,0.3255269320843091,0.27749762304250564,0.3709468191862469,0.7393959582500556,0.6790598918042794,0.7949675211456398,0.5989073988246111,0.2060060206305856,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Quadratic Sequences,137,78,0.6131386861313869,0.2773722627737226,0.19078164160401004,0.3664245702674501,0.7681940700808625,0.6607050492610839,0.8534363587986016,0.5523824399712346,0.18715643212635044,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Range and Interquartile Range from a List of Data,100,84,0.64,0.24,0.1632377275234418,0.32358724388631854,0.7816840277777777,0.6772412352720883,0.8672172287537399,0.5293372290806372,0.1766172957855134,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Rationalising the Denominator,196,96,0.5918367346938775,0.3112244897959184,0.24527839437661858,0.37880094043887147,0.7623922413793103,0.6958859548853198,0.8243914575863496,0.5666970741795989,0.1950950699321525,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Real Life Graphs,258,112,0.47674418604651164,0.29844961240310075,0.23789904138770543,0.3640339650504553,0.7558566696778078,0.6801094503158983,0.8189832215003964,0.5830349458845941,0.19905524569061991,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Rearranging Formula and Equations,557,182,0.5583482944344704,0.28545780969479356,0.23700871496924128,0.33158029001074113,0.7881604057198128,0.7378601225962925,0.8339406102117399,0.548882523727836,0.18732165910030918,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Recurring Decimals to Fractions,135,73,0.6814814814814815,0.23703703703703705,0.15893514138547252,0.3303626770956316,0.7992922143579373,0.7049503947135345,0.882756969800021,0.4985725671857623,0.16557703402435373,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Reflection,322,177,0.6055900621118012,0.2919254658385093,0.2372011926699427,0.35714871194379394,0.7721380981223501,0.7083329478164322,0.8296533138909992,0.5572000428404962,0.18810727203447256,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Repeated Percentages and Compound Interest,326,106,0.4938650306748466,0.294478527607362,0.23938254223652453,0.3494030104995819,0.7691699604743084,0.707635374449762,0.8263613684394822,0.5752245082305318,0.19750040190538132,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Reverse Percentages (Original Amount),191,112,0.5026178010471204,0.3089005235602094,0.24,0.38004106280193234,0.7714912280701754,0.6935836812270864,0.841414334920082,0.5936547132338564,0.20362100757958984,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Right-angled Triangles (SOHCAHTOA),668,190,0.7080838323353293,0.2155688622754491,0.1796790657901769,0.25441939511653716,0.8032091939068684,0.7521219828732719,0.8442575710665504,0.4828237887330077,0.15653459806610254,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Roman Numerals,146,22,0.6643835616438356,0.2876712328767123,0.191059253610837,0.39847656249999996,0.7046076162423731,0.5579994501254101,0.804118659612318,0.5860201749796389,0.20003258470568053,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Rotation,237,119,0.5822784810126582,0.31645569620253167,0.2546092396407835,0.38992617545871555,0.7456448543405066,0.6654379641764964,0.8107066519789734,0.5813426146291701,0.20143415205132947,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Rounding to Decimal Places,199,123,0.5829145728643216,0.33668341708542715,0.26287383893028476,0.4158225443287363,0.7382633984212714,0.6476665104706241,0.8129607722909262,0.5863389673505398,0.20355930014275572,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Rounding to Significant Figures,176,96,0.5340909090909091,0.3068181818181818,0.24159988156336362,0.3743672014260249,0.7484431759211209,0.6759274581887847,0.8092992745505665,0.6068119752892865,0.20622322523875578,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,"Rounding to the Nearest Whole (10, 100, etc)",466,173,0.6824034334763949,0.26180257510729615,0.21427740863787376,0.31279004851905234,0.7798529661737209,0.7205832603178931,0.8288333204576773,0.5105197229374592,0.1706078185472275,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Sampling and Bias,51,35,0.5490196078431373,0.21568627450980393,0.11761285909712722,0.3265404238618524,0.8043478260869565,0.6752602464040537,0.9072908986175114,0.5502113748372808,0.17851591833796476,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Scale Drawing and Maps,242,123,0.48760330578512395,0.32644628099173556,0.2649449035812672,0.3879074883252999,0.7400902132312739,0.6681028351031858,0.8059652928886573,0.5983899282839683,0.20512881296473787,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Scatter Diagram,512,156,0.630859375,0.259765625,0.21551342430851783,0.30424985205040733,0.8036103330220977,0.7554986360831552,0.8419273347736032,0.5170769509918696,0.17218190528508698,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Sectors of a Circle,254,124,0.5,0.3346456692913386,0.27430275537634413,0.39669421487603307,0.7381114762229523,0.6695543849318538,0.802637362720533,0.6075368232830827,0.20877213917476137,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Sharing in a Ratio,603,263,0.6368159203980099,0.26533996683250416,0.22372716534351564,0.305016065830721,0.7867675038051751,0.7496182419940963,0.823627162791651,0.5322576048855109,0.17755468473796024,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Simplifying Algebraic Fractions,162,76,0.5740740740740741,0.2777777777777778,0.20232142857142857,0.36805662065439676,0.8048932522985819,0.7152644054817968,0.8709115180162974,0.5433814205043246,0.18289231255036958,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Simplifying Expressions by Collecting Like Terms,733,299,0.5402455661664393,0.2878581173260573,0.25384745865587427,0.32117440041710116,0.7770284446842309,0.7418035270283411,0.8130186346661397,0.5640769130263588,0.19061635892085688,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Simplifying Fractions,247,110,0.6518218623481782,0.23481781376518218,0.1822029609551911,0.2949,0.7782753141701574,0.6939761769975894,0.8395578267363122,0.5302449361082924,0.17606756390670456,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Simplifying Surds,164,83,0.6341463414634146,0.2865853658536585,0.17239338910426444,0.3986824324324324,0.8158653846153846,0.7289676618621171,0.891577136894208,0.5214647150003311,0.1767030316331798,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Simplifying and Equivalent Ratios,399,202,0.6416040100250626,0.22305764411027568,0.17356992214960815,0.2705639367816092,0.8339434003496504,0.7937591870808189,0.8731714231468629,0.4823257787818782,0.15900277041509356,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Simultaneous Equations,577,162,0.6533795493934142,0.22876949740034663,0.18441235285069266,0.2757511944651278,0.8105039787798407,0.7562350830859794,0.8560373804359389,0.499576102325279,0.1638152900593001,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Sketching from Completing the Square Form,86,61,0.6627906976744186,0.3372093023255814,0.2399782608695652,0.4395929339477726,0.7023593466424682,0.5774966786278365,0.7953290738668097,0.5917252505617743,0.2048622806431221,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Sketching from Factorised Form,193,116,0.5492227979274611,0.3316062176165803,0.26364895817940004,0.3980815435912523,0.7302103665148558,0.6584307199099605,0.7999238704898403,0.6044149293381446,0.20929765569982559,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Solving Linear Inequalities,318,95,0.5031446540880503,0.31446540880503143,0.26449005215375704,0.3689553132065434,0.7366297468354431,0.6674871683267791,0.7930802699475457,0.6067370952042229,0.2107198423698638,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Solving Quadratic Inequalities,103,66,0.49514563106796117,0.4368932038834951,0.3440552995391705,0.5316095798769066,0.6353695324283559,0.5095611413043478,0.747697201607916,0.682269386071679,0.24649819506630086,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,"Speed, Distance, Time",375,189,0.6133333333333333,0.30666666666666664,0.2537679066976674,0.36043684873468457,0.7110344827586206,0.6500183882434264,0.7693445278131426,0.6049762887117126,0.2083406812253426,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,"Square Roots, Cube Roots, etc",151,101,0.6821192052980133,0.2052980132450331,0.13952752428613482,0.26897790625645257,0.8426375404530744,0.7693251667816885,0.9052833633189167,0.4574566004439662,0.1471225606676778,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,"Squares, Cubes, etc",397,224,0.5894206549118388,0.3148614609571788,0.2671742653978877,0.35977374582190447,0.7765455403492214,0.730660414851266,0.818652525375801,0.552266237716123,0.1886395565955973,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Standard Form,558,163,0.6254480286738351,0.3100358422939068,0.2659923705136471,0.35250440658049353,0.7439848644795108,0.6944378149426655,0.7900182358459125,0.5738992646766684,0.19576265907400392,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Stem and Leaf Diagram,163,69,0.6625766871165644,0.22699386503067484,0.1442208904109589,0.3236422346716463,0.8101010101010101,0.7121275659824048,0.8932769933554816,0.49976032823707356,0.1640495193340385,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Substitution into Formula,913,359,0.5815991237677984,0.3044906900328587,0.26789394592467314,0.33835403777271245,0.7517082261070192,0.7152587617563182,0.7847250852090041,0.5814842497988767,0.1985568151464998,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Surface Area of Non-Prisms,73,45,0.589041095890411,0.2602739726027397,0.11837719298245614,0.4268728222996515,0.8124031007751937,0.6609237318409145,0.9218493703787822,0.5239957428988901,0.17723268068477818,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Surface Area of Prisms,173,105,0.3930635838150289,0.3179190751445087,0.2485207100591716,0.3932841091492777,0.7504201680672269,0.6605174174590777,0.8272173479326379,0.5933897183784026,0.2046041320733762,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Systematic Listing Strategies,158,96,0.6075949367088608,0.23417721518987342,0.15819777173344493,0.31161684782608695,0.7936827956989247,0.7013415154632405,0.8675140630992797,0.5296786097954352,0.17620405721072252,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Tally Charts,93,62,0.7634408602150538,0.20430107526881722,0.1145596590909091,0.2973116733755032,0.7151088348271447,0.5703119349005424,0.8614309997630893,0.5004612899726854,0.1652845908820983,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Time,597,217,0.6683417085427136,0.2897822445561139,0.25227661674304824,0.32793806306306306,0.7131211868053973,0.6611888992104158,0.7609244880989138,0.5711178616573918,0.1931529258529402,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Time Series and Line Graphs,251,95,0.6414342629482072,0.26294820717131473,0.21266695083830633,0.31698009273451866,0.7683229813664596,0.6972889152897702,0.8239487398623305,0.5452550227929718,0.1819655549072007,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Transformations of functions in the form f(x),69,36,0.5507246376811594,0.34782608695652173,0.208955223880597,0.48052572427572426,0.7538200339558574,0.61200416730977,0.8760200459138996,0.6106939051147968,0.2114682224662973,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Transformations of functions in the form y =,101,43,0.6435643564356436,0.2871287128712871,0.19275949953660798,0.3605531686358754,0.7286324786324787,0.6327343308865048,0.8312578426640926,0.5777153348209961,0.1983629285743814,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Translation and Vectors,402,206,0.6119402985074627,0.30845771144278605,0.26225305377371366,0.35767984698856314,0.7372576610381488,0.6814406595036907,0.7894131399680102,0.5806614558321984,0.20025742542538902,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Tree Diagrams with Dependent Events,113,55,0.48672566371681414,0.2743362831858407,0.1794871794871795,0.3750512295081967,0.7943573667711599,0.6839577732296688,0.8858872624550591,0.54626652783297,0.1831386401911906,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Tree Diagrams with Independent Events,221,100,0.5746606334841629,0.31221719457013575,0.2418343616516374,0.38418218251648995,0.757915898810521,0.6829674287646602,0.8204965589495842,0.5737911991514706,0.19675316131985476,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Trial and Improvement and Iterative Methods,104,26,0.5192307692307693,0.36538461538461536,0.2465753424657534,0.48277981910684004,0.6714814814814813,0.5591113425242795,0.7784265101129738,0.6621924764605521,0.233373250825996,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Two Way Tables,125,59,0.68,0.248,0.16920000000000002,0.33035908385093166,0.7379411764705882,0.6481928104575164,0.8300703044375646,0.5418888024436749,0.17916179464056034,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Types of Data and Questionnaires,159,69,0.5220125786163522,0.34591194968553457,0.277418177537085,0.4121688425713849,0.6938807863031071,0.60041404908365,0.7668424456050025,0.6455703410138642,0.2242402055470353,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,"Types, Naming and Estimating",132,72,0.7196969696969697,0.26515151515151514,0.1796729244402985,0.3566029900332226,0.7817923186344239,0.682058383809866,0.8633516250303178,0.5138158409253454,0.17263283701571863,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Upper and Lower Bounds,314,104,0.5573248407643312,0.267515923566879,0.21926682747007692,0.3147473262032085,0.7825693730729704,0.7162862837758526,0.8432770300938051,0.5579638274137161,0.18781453196389206,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Vector Geometry,225,80,0.6444444444444445,0.27111111111111114,0.2032080235208897,0.341843447905478,0.7475862068965518,0.6514355754281128,0.8285169043616892,0.5573644184285502,0.19060715911153636,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Venn Diagrams,288,102,0.5590277777777778,0.3194444444444444,0.24898690509715574,0.3961872384937238,0.7691103829412628,0.6851275385353708,0.8372324253364736,0.5662081421880898,0.1938456875355795,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Volume and Capacity Units,211,126,0.6208530805687204,0.2796208530805687,0.2217368892873151,0.35361381507790346,0.8095419847328245,0.724498373036109,0.8704414513639986,0.5125805354237061,0.1727335600471452,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Volume of Non-Prisms,170,89,0.6588235294117647,0.2529411764705882,0.1867971124620061,0.3288654319938833,0.7892549261083744,0.7140644065810321,0.8553399157509073,0.5172470263880439,0.171787705874736,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Volume of Prisms,601,229,0.562396006655574,0.31281198003327787,0.2700699397718185,0.35552252685089036,0.7615137129615048,0.716632067194195,0.8051135218391234,0.5733033665512652,0.19646513553571873,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Weight Units,111,80,0.6936936936936937,0.2882882882882883,0.19510501355013551,0.39091897233201583,0.8078686019862491,0.7098453155974602,0.8900069696713694,0.49674853985354084,0.1683668419638238,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Writing Expressions,822,333,0.46715328467153283,0.2944038929440389,0.2622661819218705,0.3263164792715734,0.7603096461187214,0.7216463385156502,0.7952101805537309,0.5894699160175553,0.19967877080278626,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Writing Formula,310,225,0.4838709677419355,0.34838709677419355,0.2954507321537523,0.4,0.6917916666666666,0.62898985943366,0.7492524414562963,0.622683203704724,0.21753960639678235,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Writing Ratios,570,245,0.5929824561403508,0.3140350877192982,0.2762022063921242,0.3536389650867136,0.7168052438277902,0.6702939372665605,0.7580609843962955,0.60655406915725,0.21021691028740921,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Writing and Simplifying Expressions-Others,64,34,0.890625,0.15625,0.047619047619047616,0.2857142857142857,0.8045112781954887,0.6225010036130069,0.9450288461538462,0.36118958959437314,0.1052653178295557,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Written Addition,145,84,0.696551724137931,0.2413793103448276,0.1637271369914147,0.3255900086132644,0.7495499549954996,0.6267044065517663,0.849320652173913,0.5285573671091437,0.17350575976222146,user_id,1000,False,N >= 200 interactions and >= 30 students
Subject,Written Division,338,115,0.665680473372781,0.27218934911242604,0.21764650997467455,0.3323961953539418,0.7952802359882006,0.734171526463953,0.8487830652813685,0.5099715321617498,0.17165483450524902,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Written Multiplication,281,107,0.7046263345195729,0.29537366548042704,0.23155188503172824,0.3642294681450855,0.7217354265547036,0.6458239793319999,0.7845448860689773,0.5470663181342792,0.1867550267543728,user_id,1000,True,N >= 200 interactions and >= 30 students
Subject,Written Subtraction,230,87,0.6347826086956522,0.2391304347826087,0.1874937749003984,0.2954573443797582,0.8150684931506849,0.7563681137696642,0.8624607839141593,0.5047229565330715,0.1683177770597641,user_id,1000,True,N >= 200 interactions and >= 30 students
Age,<=12,8235,674,0.6666666666666666,0.2573163327261688,0.24281634421992956,0.2722257993494067,0.7834599088921403,0.7680569207748695,0.796941373078685,0.5191272746445627,0.17343035927914294,user_id,1000,True,N >= 200 interactions and >= 30 students
Age,13–14,13503,1192,0.6003110419906688,0.2823816929571206,0.2715171363919693,0.29319056591236997,0.7733196966212141,0.7626465932272091,0.7842214245628372,0.5564666492101595,0.18817154665230937,user_id,1000,True,N >= 200 interactions and >= 30 students
Age,15–16,16017,1261,0.6004869825810076,0.2895049010426422,0.2799925105387536,0.29896592660835275,0.7718864856944565,0.7617868706540337,0.781293515696397,0.5573065682004348,0.1890305683174933,user_id,1000,True,N >= 200 interactions and >= 30 students
Age,17+,4731,364,0.5785246248150496,0.2997252166560981,0.28143611430211457,0.316261392820647,0.7551078518712879,0.7357250479917755,0.7730756818095913,0.5781322843092925,0.19764969076324368,user_id,1000,True,N >= 200 interactions and >= 30 students
Age,nan,20723,1680,0.6182985089031511,0.27727645611156687,0.26858244614461424,0.2866166505463395,0.780524027282263,0.7713164545415102,0.7897222699378029,0.5423188434390567,0.1831114421349349,user_id,1000,True,N >= 200 interactions and >= 30 students
Gender,0,13963,1128,0.6248657165365609,0.2803122538136504,0.2683612728331612,0.29162356953321733,0.7761910044626494,0.7638697792821605,0.7876446599082012,0.5436955183547761,0.18384324786266973,user_id,1000,True,N >= 200 interactions and >= 30 students
Gender,1,25336,2034,0.6154483738553836,0.2778654878433849,0.2699521859706572,0.28570291061699493,0.7777918840106204,0.7691802122003166,0.7854624982993272,0.5473431160665071,0.1846199376852255,user_id,1000,True,N >= 200 interactions and >= 30 students
Gender,2,23910,1947,0.6041823504809704,0.283521539104977,0.2756657018114156,0.2915551069286815,0.7744091105488724,0.7659445532843678,0.7822781166000992,0.5533196608973315,0.18745073639125878,user_id,1000,True,N >= 200 interactions and >= 30 students
Premium pupil,0.0,13995,939,0.5539835655591283,0.29860664523043945,0.2880544252413704,0.31046326822905007,0.7645272392619731,0.7511491212799936,0.7756496111219642,0.5721489482389185,0.19534910285177884,user_id,1000,True,N >= 200 interactions and >= 30 students
Premium pupil,1.0,5192,363,0.45724191063174113,0.31644838212634824,0.29981101650629677,0.33333486914854404,0.7285301255677935,0.7055870652399059,0.7499562410908363,0.598628258583633,0.20608640020369434,user_id,1000,True,N >= 200 interactions and >= 30 students
Premium pupil,nan,44022,3807,0.6505156512652764,0.2705692608241334,0.26426392962600165,0.27676203640962377,0.7739876727791097,0.7672563537915593,0.7806071689562478,0.5354976228779718,0.17996842110640365,user_id,1000,True,N >= 200 interactions and >= 30 students
